customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
10000020,4,0,3,13:08,NV,10022,1,0,12,e,3,50,50,0,3,4,0,1,2,3,0,2,2,585
10000021,1,0,0,10:20,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000021,2,0,0,10:21,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000021,3,0,0,10:33,OH,10023,1,1,6,e,NA,54,48,1,1,2,0,1,1,3,0,1,2,570
10000022,1,0,1,8:49,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,3,3,1,2,3,622
10000022,2,0,1,8:50,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,2,3,629
10000022,3,0,1,8:51,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,630
10000022,4,0,1,8:52,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,624
10000022,5,0,1,8:52,FL,10024,2,1,15,h,2,59,57,1,4,1,1,1,4,3,1,1,3,617
10000024,1,0,0,14:02,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,551
10000024,2,0,0,14:03,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,555
10000024,1,0,0,14:02,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,551
10000024,2,0,0,14:03,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,555
10000029,1,0,4,13:33,WA,10031,1,1,14,e,2,68,68,0,3,5,1,1,3,3,0,1,2,616
10000029,2,0,4,13:34,WA,10031,1,1,14,e,2,68,68,0,3,5,0,0,3,3,0,0,2,605
10000029,3,0,4,13:35,WA,10031,1,1,14,e,2,68,68,0,3,5,0,0,3,3,0,0,2,597
10000030,1,0,3,16:24,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,631
10000030,2,0,3,16:32,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,638
10000030,3,0,3,16:35,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,638
10000030,4,0,3,16:39,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,628
10000030,5,0,3,16:40,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,628
10000035,1,0,1,11:47,FL,10037,1,0,7,g,2,24,24,0,2,3,1,1,1,3,1,2,3,691
10000035,2,0,1,11:49,FL,10037,1,0,7,g,2,24,24,0,2,9,1,1,1,3,1,2,3,670
10000044,1,0,4,15:21,NV,10046,2,1,1,g,2,54,50,1,3,15,2,1,3,3,1,1,3,591
10000044,2,0,4,15:22,NV,10046,2,1,1,g,2,54,50,1,3,15,2,1,3,3,1,1,3,603
10000045,1,0,3,13:31,OH,10047,1,1,17,c,3,40,40,0,3,5,1,0,3,3,0,2,2,560
10000045,2,0,3,13:31,OH,10047,1,1,17,c,3,40,40,0,3,5,1,1,3,3,1,1,2,571
10000045,3,0,3,13:32,OH,10047,1,1,17,c,3,40,40,0,3,5,1,1,3,3,1,1,2,583
10000046,1,0,1,16:49,NE,10048,2,1,7,g,3,33,31,1,3,6,1,1,3,3,1,2,2,597
10000046,2,0,1,16:50,NE,10048,2,1,7,g,3,33,31,1,3,6,1,0,3,3,0,2,1,581
10000051,1,0,0,13:57,OK,10005,1,0,13,e,3,44,44,0,1,8,0,0,1,1,0,0,2,517
10000051,2,0,0,13:58,OK,10005,1,0,13,e,3,44,44,0,1,8,0,0,1,1,0,0,2,517
10000051,3,0,0,13:59,OK,10005,1,0,13,e,3,44,44,0,1,8,1,1,2,1,1,2,2,613
10000051,4,0,0,14:02,OK,10005,1,0,13,e,3,44,44,0,1,8,1,1,2,1,1,2,2,616
10000053,1,0,1,16:25,CO,10054,1,0,12,g,4,23,23,0,4,5,1,0,3,3,0,2,2,605
10000053,2,0,1,16:27,CO,10054,1,0,12,g,4,23,23,0,4,5,1,0,3,3,0,2,2,605
10000053,3,0,1,16:30,CO,10054,1,0,12,g,4,23,23,0,4,5,1,1,4,3,0,2,2,615
10000056,1,0,4,15:09,MO,10057,2,0,9,d,NA,49,49,0,3,14,1,1,2,3,0,1,3,616
10000056,2,0,4,15:10,MO,10057,2,0,9,d,NA,49,49,0,3,14,1,1,2,3,0,1,1,598
10000058,1,0,0,12:01,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,2,639
10000058,2,0,0,12:01,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000058,3,0,0,12:06,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000058,4,0,0,15:49,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642
10000065,1,0,3,13:50,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,2,2,0,2,4,693
10000065,2,0,3,13:51,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,2,2,0,2,3,675
10000065,3,0,3,13:53,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,3,3,0,2,3,670
10000065,4,0,3,13:54,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,3,3,0,2,3,675
10000067,1,0,3,15:22,OK,10068,1,1,14,f,NA,20,20,0,NA,NA,0,0,1,1,0,0,2,647
10000067,2,0,3,15:26,OK,10068,1,1,14,f,NA,20,20,0,NA,NA,1,0,1,2,0,2,2,751
10000067,3,0,3,15:28,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,4,0,3,15:29,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,690
10000067,5,0,3,15:30,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,6,0,3,15:34,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000067,7,0,3,15:36,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677
10000070,1,0,2,16:08,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,4,649
10000070,2,0,2,16:08,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,4,649
10000070,3,0,2,16:11,ME,10071,1,0,2,e,4,27,27,0,1,2,1,1,2,3,1,1,1,630
10000070,4,0,2,16:12,ME,10071,1,0,2,e,4,27,27,0,1,2,1,0,2,3,0,1,1,622
10000071,1,0,0,14:08,KY,10072,1,0,7,e,NA,29,23,1,1,2,1,0,3,3,0,2,1,665
10000071,2,0,0,14:09,KY,10072,1,0,7,e,NA,29,23,1,1,2,1,0,1,3,0,2,1,645
10000074,1,0,0,18:13,CO,10074,2,1,5,e,NA,44,42,1,2,5,1,0,1,1,0,2,2,574
10000074,2,0,0,18:14,CO,10074,2,1,5,e,NA,44,42,1,2,5,1,0,1,1,0,2,2,574
10000081,1,0,3,11:11,OH,10081,2,1,12,e,4,60,57,1,3,4,2,0,3,3,0,3,3,584
10000081,2,0,3,11:12,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,3,0,3,12:41,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,4,0,3,12:47,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,5,0,3,12:49,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000081,6,0,3,12:50,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599
10000083,1,0,2,7:32,ME,10083,1,0,8,f,NA,57,57,0,2,3,1,0,3,3,1,1,1,619
10000083,2,0,2,7:32,ME,10083,1,0,8,f,NA,57,57,0,2,3,1,0,3,3,1,1,2,638
10000083,3,0,2,7:34,ME,10083,1,0,8,f,NA,57,57,0,2,3,0,0,3,3,0,0,2,591
10000085,1,0,3,18:10,UT,10085,2,1,3,d,NA,50,19,0,NA,NA,1,0,2,2,0,2,2,749
10000085,2,0,3,18:11,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,2,2,0,2,1,657
10000085,3,0,3,18:15,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,2,2,1,1,1,660
10000085,4,0,3,18:16,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,1,2,1,1,1,656
10000093,1,0,0,8:30,PA,10093,1,0,10,f,NA,42,42,0,1,1,1,0,3,2,0,2,1,685
10000093,2,0,0,8:31,PA,10093,1,0,10,f,NA,42,42,0,1,1,1,0,3,2,0,2,1,676
10000099,1,0,4,8:48,KY,10099,1,0,16,d,NA,48,48,0,2,1,1,0,2,3,0,2,1,664
10000099,2,0,4,8:49,KY,10099,1,0,16,d,NA,48,48,0,2,1,1,0,2,3,0,2,1,673
10000099,3,0,4,8:50,KY,10099,1,0,16,d,NA,48,48,0,2,1,0,0,2,3,0,2,1,659
10000101,1,0,1,10:07,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,4,676
10000101,2,0,1,10:08,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000101,3,0,1,10:10,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000101,4,0,1,10:27,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670
10000106,1,0,4,14:34,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,1,661
10000106,2,0,4,14:35,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,3,674
10000106,3,0,4,14:37,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,3,674
10000109,1,0,2,12:11,AL,10109,2,1,12,f,NA,43,37,1,1,2,0,0,1,1,0,0,4,574
10000109,2,0,2,12:19,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,3,0,2,12:20,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,1,0,2,12:11,AL,10109,2,1,12,f,NA,43,37,1,1,2,0,0,1,1,0,0,4,574
10000109,2,0,2,12:19,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000109,3,0,2,12:20,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621
10000110,1,0,1,19:07,CO,10110,2,1,6,g,3,34,33,1,3,7,1,1,3,3,1,2,4,624
10000110,2,0,1,19:08,CO,10110,2,1,6,g,3,34,33,1,3,7,1,1,3,3,1,2,2,627
10000120,1,0,0,14:35,NY,10120,1,1,4,e,1,60,60,0,3,7,0,0,1,2,0,0,2,552
10000120,2,0,0,14:36,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,2,617
10000120,3,0,0,14:36,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,3,621
10000120,4,0,0,14:39,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,3,625
10000140,1,0,4,18:26,WA,10140,1,0,11,g,NA,43,43,0,1,2,1,0,1,2,0,1,1,689
10000140,2,0,4,18:27,WA,10140,1,0,11,g,NA,43,43,0,1,2,1,0,1,2,0,1,1,683
10000142,1,0,2,16:16,TN,10142,1,1,21,d,3,60,58,1,2,15,1,1,3,3,0,2,3,563
10000142,2,0,2,16:18,TN,10142,1,1,21,d,3,60,58,1,2,15,0,1,2,3,0,0,2,513
10000153,1,0,4,14:47,NY,10153,2,1,6,d,2,63,63,1,3,8,0,0,3,3,0,0,2,626
10000153,2,0,4,14:48,NY,10153,2,1,6,d,2,63,63,1,3,8,1,1,3,3,1,0,1,660
10000171,1,0,1,11:56,CT,10170,1,1,7,e,4,45,45,0,4,14,1,0,3,3,0,0,1,617
10000171,2,0,1,12:06,CT,10170,1,1,7,e,4,45,45,0,4,14,1,0,3,3,0,0,1,618
10000186,1,0,2,9:41,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,2,0,2,9:42,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,3,0,2,9:43,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,4,640
10000186,4,0,2,9:44,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,2,637
10000186,5,0,2,9:45,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,3,643
10000195,1,0,0,15:33,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,605
10000195,2,0,0,15:34,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000195,3,0,0,15:36,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000195,4,0,0,15:52,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,621
10000195,5,0,0,15:54,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614
10000196,1,0,2,14:44,UT,10193,1,0,10,f,NA,21,21,0,1,4,1,1,3,3,0,2,1,647
10000196,2,0,2,14:45,UT,10193,1,0,10,f,NA,21,21,0,1,4,1,1,3,3,0,2,1,628
10000196,3,0,2,14:46,UT,10193,1,0,10,f,NA,21,21,0,1,4,2,1,1,2,0,3,1,596
10000196,4,0,2,14:49,UT,10193,1,0,10,f,NA,21,21,0,1,4,2,1,1,2,0,1,1,605
10000196,5,0,2,14:49,UT,10193,1,0,10,f,NA,21,21,0,1,4,2,1,1,2,0,1,1,605
10000201,1,0,4,14:30,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,0,3,3,0,1,3,690
10000201,2,0,4,14:31,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,670
10000201,3,0,4,14:39,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679
10000201,4,0,4,14:48,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679
10000201,5,0,4,14:49,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679
10000201,6,0,4,14:53,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679
10000201,7,0,4,15:05,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679
10000202,1,0,1,10:40,UT,10199,2,1,14,,NA,46,43,1,NA,NA,1,1,1,2,0,1,2,681
10000202,2,0,1,10:47,UT,10199,2,1,14,,NA,46,43,1,NA,NA,0,0,1,2,0,0,2,599
10000202,3,0,1,10:57,UT,10199,2,1,14,g,NA,46,43,1,1,1,0,0,1,2,0,0,2,572
10000204,1,0,3,11:28,ID,10201,2,0,3,d,1,58,23,0,3,2,1,1,3,3,0,2,4,634
10000204,2,0,3,11:30,ID,10201,2,0,3,d,1,58,23,0,3,2,1,1,3,3,0,2,4,634
10000204,3,0,3,11:31,ID,10201,2,0,3,d,1,58,23,0,3,2,1,1,3,3,0,2,4,634
10000222,1,0,2,14:51,GA,10219,1,0,3,e,NA,55,55,0,1,9,1,1,3,3,1,2,2,708
10000222,2,0,2,14:53,GA,10219,1,0,3,e,NA,55,55,0,1,9,1,1,2,3,1,2,2,692
10000223,1,0,3,21:05,NH,10220,2,1,1,f,4,75,75,1,3,1,1,0,3,3,0,1,1,599
10000223,2,0,3,21:08,NH,10220,2,1,1,f,4,75,75,1,3,1,1,0,3,3,1,1,3,610
10000223,3,0,3,21:12,NH,10220,2,1,1,f,4,75,75,1,3,1,1,0,3,3,1,1,3,610
10000223,4,0,3,21:16,NH,10220,2,1,1,f,4,75,75,1,3,1,1,0,3,3,0,1,1,591
10000225,1,0,3,10:20,WI,10222,1,0,19,d,NA,29,29,0,2,4,1,0,2,2,0,2,2,626
10000225,2,0,3,10:23,WI,10222,1,0,19,d,NA,29,29,0,2,4,1,0,2,2,0,2,2,626
10000225,3,0,3,10:25,WI,10222,1,0,19,d,NA,29,29,0,2,4,0,0,2,2,0,0,2,570
10000225,4,0,3,10:26,WI,10222,1,0,19,d,NA,29,29,0,2,4,0,0,2,2,0,0,2,570
10000226,1,0,2,14:49,GA,10223,1,1,2,f,NA,37,37,0,1,5,0,0,2,2,0,0,4,572
10000226,2,0,2,14:50,GA,10223,1,1,2,f,NA,37,37,0,1,5,1,1,2,2,1,2,4,635
10000232,1,0,4,11:40,ME,10228,1,0,9,e,NA,53,53,0,2,11,0,0,2,2,0,0,1,544
10000232,2,0,4,11:40,ME,10228,1,0,9,e,NA,53,53,0,2,11,1,0,2,2,0,2,1,586
10000233,1,0,4,10:33,TN,10229,1,0,8,g,NA,42,42,0,1,2,1,1,1,3,1,2,2,662
10000233,2,0,4,10:34,TN,10229,1,0,8,g,NA,42,42,0,1,2,1,1,1,3,1,2,2,662
10000233,3,0,4,10:34,TN,10229,1,0,8,g,NA,42,42,0,1,2,1,1,1,3,1,2,2,665
10000238,1,0,4,14:30,MO,10015,1,0,4,f,3,28,28,0,3,1,1,1,3,3,0,2,2,602
10000238,2,0,4,14:30,MO,10015,1,0,4,f,3,28,28,0,3,1,1,1,3,3,0,2,2,602
10000241,1,0,2,16:57,TN,10237,1,1,3,f,NA,50,50,0,1,6,1,0,2,2,0,2,3,624
10000241,2,0,2,16:59,TN,10237,1,1,3,f,NA,50,50,0,1,6,1,1,1,1,1,2,1,619
10000247,1,0,2,9:03,IA,10243,1,0,8,f,NA,37,37,0,4,3,1,0,3,3,0,2,2,570
10000247,2,0,2,9:03,IA,10243,1,0,8,f,NA,37,37,0,4,3,1,0,3,3,0,2,2,570
10000247,3,0,2,9:05,IA,10243,1,0,8,f,NA,37,37,0,4,3,1,0,3,3,0,2,2,567
10000251,1,0,0,10:35,CT,10247,2,1,3,f,1,46,27,0,4,3,1,0,3,3,1,0,1,657
10000251,2,0,0,10:36,CT,10247,2,1,3,f,1,46,27,0,4,3,1,0,3,3,1,0,1,657
10000267,1,0,3,13:31,WV,10262,1,1,4,f,NA,38,38,0,2,6,1,1,3,3,0,2,2,661
10000267,2,0,3,13:33,WV,10262,1,1,4,f,NA,38,38,0,2,6,1,0,2,3,0,2,2,654
10000267,3,0,3,13:34,WV,10262,1,1,4,f,NA,38,38,0,2,6,1,0,1,1,0,2,2,653
10000267,4,0,3,13:35,WV,10262,1,1,4,f,NA,38,38,0,2,6,1,0,1,1,0,2,2,656
10000273,1,0,2,9:21,IN,10268,1,0,7,e,4,29,29,0,2,7,1,0,2,2,0,2,1,607
10000273,2,0,2,9:22,IN,10268,1,0,7,e,4,29,29,0,2,7,0,0,2,2,0,0,1,553
10000273,3,0,2,9:23,IN,10268,1,0,7,e,4,29,29,0,2,7,0,0,2,2,0,1,1,580
10000276,1,0,2,9:44,CO,10272,1,0,9,g,NA,23,23,0,3,7,2,0,3,3,0,3,2,714
10000276,2,0,2,9:45,CO,10272,1,0,9,g,NA,23,23,0,3,7,2,0,3,3,0,3,1,636
10000292,1,0,0,17:22,NE,10288,2,1,10,f,2,75,75,1,2,9,1,1,2,2,0,0,4,591
10000292,2,0,0,17:23,NE,10288,2,1,10,f,2,75,75,1,2,9,1,1,2,2,0,0,4,591
10000304,1,0,4,15:42,TN,10300,1,1,16,g,3,48,48,0,3,14,1,1,1,2,1,1,1,599
10000304,2,0,4,15:43,TN,10300,1,1,16,g,3,48,48,0,3,14,1,1,3,2,1,1,1,618
10000304,3,0,4,15:44,TN,10300,1,1,16,g,3,48,48,0,3,14,1,1,3,2,1,1,1,618
10000304,4,0,4,15:55,TN,10300,1,1,16,g,3,48,48,0,3,14,1,1,3,2,1,1,4,639
10000304,5,0,4,16:01,TN,10300,1,1,16,g,3,48,48,0,3,14,1,1,3,2,1,1,4,639
10000312,1,0,1,12:09,IN,10307,1,0,15,e,4,56,56,0,NA,NA,0,0,2,2,0,0,2,576
10000312,2,0,1,12:09,IN,10307,1,0,15,e,4,56,56,0,NA,NA,0,0,2,2,0,0,2,576
10000315,1,0,4,11:53,CT,10310,1,1,6,f,3,42,42,0,3,15,2,0,3,3,0,0,4,625
10000315,2,0,4,12:07,CT,10310,1,1,6,f,3,42,42,0,3,15,2,0,3,3,0,0,4,625
10000317,1,0,0,16:56,ID,10312,1,1,12,d,3,41,20,0,4,5,0,1,4,3,0,0,4,590
10000317,2,0,0,16:57,ID,10312,1,1,12,d,3,41,20,0,4,5,0,1,4,3,0,0,4,592
10000317,3,0,0,17:01,ID,10312,1,1,12,d,3,41,20,0,4,5,0,1,4,3,0,0,4,592
10000317,4,0,0,17:58,ID,10312,1,1,12,d,3,41,20,0,4,5,0,1,4,3,0,0,4,606
10000319,1,0,3,16:35,NV,10314,1,0,11,c,3,58,58,0,2,8,1,1,1,2,1,2,1,604
10000319,2,0,3,16:36,NV,10314,1,0,11,c,3,58,58,0,2,8,0,0,1,2,0,0,1,590
10000319,3,0,3,16:37,NV,10314,1,0,11,c,3,58,58,0,2,8,0,0,1,2,0,0,1,609
10000319,4,0,3,16:41,NV,10314,1,0,11,c,3,58,58,0,2,8,0,0,1,2,0,0,1,578
10000322,1,0,1,14:48,CT,10317,1,0,13,d,2,72,72,0,1,3,1,0,3,3,1,0,4,653
10000322,2,0,1,14:49,CT,10317,1,0,13,d,2,72,72,0,1,3,0,0,1,2,0,0,4,609
10000322,3,0,1,14:50,CT,10317,1,0,13,d,2,72,72,0,1,3,0,0,1,2,0,0,1,595
10000325,1,0,2,13:21,MS,10320,2,0,5,h,NA,28,25,1,2,6,0,0,1,1,0,0,4,595
10000325,2,0,2,13:23,MS,10320,2,0,5,h,NA,28,25,1,2,6,1,1,2,2,1,2,4,711
10000325,3,0,2,13:26,MS,10320,2,0,5,h,NA,28,25,1,2,6,1,1,2,2,1,2,3,705
10000325,4,0,2,13:27,MS,10320,2,0,5,h,NA,28,25,1,2,6,1,1,2,2,1,2,3,706
10000327,1,0,3,8:30,MD,10322,1,0,10,e,4,46,46,0,2,0,1,0,3,3,1,2,4,699
10000327,2,0,3,8:31,MD,10322,1,0,10,e,4,46,46,0,2,0,1,1,2,2,1,1,2,687
10000328,1,0,2,14:22,GA,10323,1,0,14,f,4,27,27,0,4,3,1,1,2,2,1,1,1,608
10000328,2,0,2,14:23,GA,10323,1,0,14,f,4,27,27,0,4,3,1,1,2,2,1,1,1,608
10000328,3,0,2,14:27,GA,10323,1,0,14,f,4,27,27,0,4,3,1,1,2,2,1,1,1,608
